prompt,answer,topic,family,difficulty
20 + 50,70,Addition,Addition_Easy,easy
819 - 584,235,Subtraction,Subtraction_Medium,medium
9 x 18,162,Multiplication,Times_9,very hard
19 x 12,228,Multiplication,Times_19,very hard
126 / 6,21,Division,Division_Medium,medium
64 / 16,4,Division,Division_Easy,easy
72 / 4,18,Division,Division_Medium,medium
20 x 19,380,Multiplication,Times_20,very hard
154 + 146,300,Addition,Addition_Medium,medium
73 + 228,301,Addition,Addition_Medium,medium
127 + 70,197,Addition,Addition_Medium,medium
546 / 14,39,Division,Division_Hard,hard
300 / 15,20,Division,Division_Medium,medium
2 x 15,30,Multiplication,Times_2,hard
229 + 345,574,Addition,Addition_Hard,hard
587 + 566,1153,Addition,Addition_Hard,hard
148 - 96,52,Subtraction,Subtraction_Easy,easy
17 x 12,204,Multiplication,Times_17,very hard
503 - 489,14,Subtraction,Subtraction_Easy,easy
774 + 874,1648,Addition,Addition_Hard,hard
798 + 327,1125,Addition,Addition_Hard,hard
17 x 16,272,Multiplication,Times_17,very hard
17 x 7,119,Multiplication,Times_17,very hard
441 - 225,216,Subtraction,Subtraction_Medium,medium
780 - 683,97,Subtraction,Subtraction_Easy,easy
138 / 6,23,Division,Division_Medium,medium
2 x 20,40,Multiplication,Times_2,very hard
97 + 113,210,Addition,Addition_Medium,medium
8 x 6,48,Multiplication,Times_8,easy
49 + 1,50,Addition,Addition_Easy,easy
79 + 58,137,Addition,Addition_Medium,medium
14 x 17,238,Multiplication,Times_14,very hard
20 x 3,60,Multiplication,Times_20,very hard
2 x 17,34,Multiplication,Times_2,very hard
208 / 13,16,Division,Division_Medium,medium
43 + 26,69,Addition,Addition_Easy,easy
24 + 29,53,Addition,Addition_Easy,easy
517 - 339,178,Subtraction,Subtraction_Medium,medium
5 x 7,35,Multiplication,Times_5,easy
104 + 187,291,Addition,Addition_Medium,medium
4 x 16,64,Multiplication,Times_4,very hard
186 + 214,400,Addition,Addition_Medium,medium
84 / 2,42,Division,Division_Hard,hard
19 x 14,266,Multiplication,Times_19,very hard
867 - 678,189,Subtraction,Subtraction_Medium,medium
45 + 37,82,Addition,Addition_Easy,easy
7 x 14,98,Multiplication,Times_7,hard
391 - 329,62,Subtraction,Subtraction_Easy,easy
4 + 35,39,Addition,Addition_Easy,easy
6 x 10,60,Multiplication,Times_6,easy
872 - 670,202,Subtraction,Subtraction_Medium,medium
111 + 108,219,Addition,Addition_Medium,medium
102 + 96,198,Addition,Addition_Medium,medium
19 x 4,76,Multiplication,Times_19,very hard
46 + 5,51,Addition,Addition_Easy,easy
856 - 148,708,Subtraction,Subtraction_Hard,hard
15 x 10,150,Multiplication,Times_15,hard
33 / 11,3,Division,Division_Easy,easy
10 x 3,30,Multiplication,Times_10,easy
996 + 875,1871,Addition,Addition_Hard,hard
925 + 858,1783,Addition,Addition_Hard,hard
18 x 10,180,Multiplication,Times_18,very hard
15 x 4,60,Multiplication,Times_15,hard
33 / 11,3,Division,Division_Easy,easy
3 x 13,39,Multiplication,Times_3,hard
7 x 6,42,Multiplication,Times_7,easy
3 x 15,45,Multiplication,Times_3,hard
240 / 12,20,Division,Division_Medium,medium
217 + 337,554,Addition,Addition_Hard,hard
626 - 119,507,Subtraction,Subtraction_Hard,hard
13 x 14,182,Multiplication,Times_13,hard
14 x 9,126,Multiplication,Times_14,hard
10 x 19,190,Multiplication,Times_10,very hard
136 + 216,352,Addition,Addition_Medium,medium
13 x 9,117,Multiplication,Times_13,hard
20 x 6,120,Multiplication,Times_20,very hard
132 / 12,11,Division,Division_Medium,medium
720 - 627,93,Subtraction,Subtraction_Easy,easy
7 x 20,140,Multiplication,Times_7,very hard
618 + 527,1145,Addition,Addition_Hard,hard
7 x 12,84,Multiplication,Times_7,medium
440 / 20,22,Division,Division_Medium,medium
6 x 14,84,Multiplication,Times_6,hard
471 - 411,60,Subtraction,Subtraction_Easy,easy
49 + 2,51,Addition,Addition_Easy,easy
132 / 11,12,Division,Division_Medium,medium
186 + 239,425,Addition,Addition_Medium,medium
396 / 9,44,Division,Division_Hard,hard
18 x 15,270,Multiplication,Times_18,very hard
418 - 25,393,Subtraction,Subtraction_Medium,medium
7 x 19,133,Multiplication,Times_7,very hard
497 - 88,409,Subtraction,Subtraction_Medium,medium
708 - 638,70,Subtraction,Subtraction_Easy,easy
78 - 27,51,Subtraction,Subtraction_Easy,easy
20 x 7,140,Multiplication,Times_20,very hard
8 x 9,72,Multiplication,Times_8,easy
150 / 10,15,Division,Division_Medium,medium
26-Feb,13,Division,Division_Medium,medium
818 - 805,13,Subtraction,Subtraction_Easy,easy
6 x 7,42,Multiplication,Times_6,easy
15 x 6,90,Multiplication,Times_15,hard
45 + 26,71,Addition,Addition_Easy,easy
950 / 19,50,Division,Division_Hard,hard
691 - 439,252,Subtraction,Subtraction_Medium,medium
723 - 4,719,Subtraction,Subtraction_Hard,hard
12 x 8,96,Multiplication,Times_12,medium
642 - 103,539,Subtraction,Subtraction_Hard,hard
711 + 301,1012,Addition,Addition_Hard,hard
100 / 10,10,Division,Division_Easy,easy
651 - 608,43,Subtraction,Subtraction_Easy,easy
13 x 13,169,Multiplication,Times_13,hard
13 x 3,39,Multiplication,Times_13,hard
9 x 20,180,Multiplication,Times_9,very hard
66 + 81,147,Addition,Addition_Medium,medium
781 - 330,451,Subtraction,Subtraction_Medium,medium
20 x 16,320,Multiplication,Times_20,very hard
146 - 62,84,Subtraction,Subtraction_Easy,easy
7 + 38,45,Addition,Addition_Easy,easy
17 x 5,85,Multiplication,Times_17,very hard
826 + 785,1611,Addition,Addition_Hard,hard
144 / 6,24,Division,Division_Medium,medium
155 + 96,251,Addition,Addition_Medium,medium
59 + 178,237,Addition,Addition_Medium,medium
14 x 7,98,Multiplication,Times_14,hard
978 - 203,775,Subtraction,Subtraction_Hard,hard
757 + 874,1631,Addition,Addition_Hard,hard
12 x 19,228,Multiplication,Times_12,very hard
4 x 7,28,Multiplication,Times_4,easy
11 x 19,209,Multiplication,Times_11,very hard
18 x 17,306,Multiplication,Times_18,very hard
621 - 559,62,Subtraction,Subtraction_Easy,easy
77 + 94,171,Addition,Addition_Medium,medium
868 - 328,540,Subtraction,Subtraction_Hard,hard
3 x 4,12,Multiplication,Times_3,easy
567 - 406,161,Subtraction,Subtraction_Medium,medium
19 x 15,285,Multiplication,Times_19,very hard
19 x 11,209,Multiplication,Times_19,very hard
124 + 224,348,Addition,Addition_Medium,medium
560 / 20,28,Division,Division_Hard,hard
800 - 419,381,Subtraction,Subtraction_Medium,medium
980 - 496,484,Subtraction,Subtraction_Medium,medium
16 x 15,240,Multiplication,Times_16,very hard
510 - 500,10,Subtraction,Subtraction_Easy,easy
44 + 43,87,Addition,Addition_Easy,easy
9 x 8,72,Multiplication,Times_9,easy
18 x 14,252,Multiplication,Times_18,very hard
218 + 121,339,Addition,Addition_Medium,medium
3 x 17,51,Multiplication,Times_3,very hard
19 x 20,380,Multiplication,Times_19,very hard
38 + 48,86,Addition,Addition_Easy,easy
340 - 257,83,Subtraction,Subtraction_Easy,easy
11 x 14,154,Multiplication,Times_11,hard
20 x 17,340,Multiplication,Times_20,very hard
17 x 15,255,Multiplication,Times_17,very hard
19 x 17,323,Multiplication,Times_19,very hard
10 x 12,120,Multiplication,Times_10,medium
656 + 621,1277,Addition,Addition_Hard,hard
5 x 11,55,Multiplication,Times_5,medium
742 - 566,176,Subtraction,Subtraction_Medium,medium
8 x 15,120,Multiplication,Times_8,hard
15 x 7,105,Multiplication,Times_15,hard
3 x 10,30,Multiplication,Times_3,easy
426 + 753,1179,Addition,Addition_Hard,hard
939 - 746,193,Subtraction,Subtraction_Medium,medium
11 x 10,110,Multiplication,Times_11,medium
14 x 8,112,Multiplication,Times_14,hard
341 - 93,248,Subtraction,Subtraction_Medium,medium
882 - 575,307,Subtraction,Subtraction_Medium,medium
42 / 7,6,Division,Division_Easy,easy
4 x 8,32,Multiplication,Times_4,easy
17 x 18,306,Multiplication,Times_17,very hard
16 x 18,288,Multiplication,Times_16,very hard
18 x 2,36,Multiplication,Times_18,very hard
4 x 12,48,Multiplication,Times_4,medium
498 - 435,63,Subtraction,Subtraction_Easy,easy
690 / 15,46,Division,Division_Hard,hard
10 x 7,70,Multiplication,Times_10,easy
8 x 13,104,Multiplication,Times_8,hard
726 - 492,234,Subtraction,Subtraction_Medium,medium
187 / 11,17,Division,Division_Medium,medium
4 + 25,29,Addition,Addition_Easy,easy
37 + 5,42,Addition,Addition_Easy,easy
39 + 12,51,Addition,Addition_Easy,easy
367 - 110,257,Subtraction,Subtraction_Medium,medium
575 - 483,92,Subtraction,Subtraction_Easy,easy
14 x 12,168,Multiplication,Times_14,hard
774 - 765,9,Subtraction,Subtraction_Easy,easy
478 - 261,217,Subtraction,Subtraction_Medium,medium
240 / 8,30,Division,Division_Hard,hard
11 x 7,77,Multiplication,Times_11,medium
18 x 4,72,Multiplication,Times_18,very hard
568 - 547,21,Subtraction,Subtraction_Easy,easy
229 + 85,314,Addition,Addition_Medium,medium
14 x 14,196,Multiplication,Times_14,hard
36 + 16,52,Addition,Addition_Easy,easy
840 + 929,1769,Addition,Addition_Hard,hard
86 + 160,246,Addition,Addition_Medium,medium
12-Apr,3,Division,Division_Easy,easy
771 + 959,1730,Addition,Addition_Hard,hard
11 + 12,23,Addition,Addition_Easy,easy
151 + 102,253,Addition,Addition_Medium,medium
8 x 10,80,Multiplication,Times_8,easy
516 - 239,277,Subtraction,Subtraction_Medium,medium
14 x 2,28,Multiplication,Times_14,hard
459 + 835,1294,Addition,Addition_Hard,hard
11 + 17,28,Addition,Addition_Easy,easy
2 x 11,22,Multiplication,Times_2,medium
81 - 32,49,Subtraction,Subtraction_Easy,easy
72 / 6,12,Division,Division_Medium,medium
703 / 19,37,Division,Division_Hard,hard
6 x 16,96,Multiplication,Times_6,very hard
11 x 20,220,Multiplication,Times_11,very hard
9 x 15,135,Multiplication,Times_9,hard
859 - 100,759,Subtraction,Subtraction_Hard,hard
575 + 474,1049,Addition,Addition_Hard,hard
9 x 7,63,Multiplication,Times_9,easy
165 / 15,11,Division,Division_Medium,medium
13 x 17,221,Multiplication,Times_13,very hard
10 x 18,180,Multiplication,Times_10,very hard
344 - 342,2,Subtraction,Subtraction_Easy,easy
118 + 236,354,Addition,Addition_Medium,medium
8 x 20,160,Multiplication,Times_8,very hard
256 + 608,864,Addition,Addition_Hard,hard
11 x 17,187,Multiplication,Times_11,very hard
546 / 13,42,Division,Division_Hard,hard
2 x 7,14,Multiplication,Times_2,easy
43 + 21,64,Addition,Addition_Easy,easy
48 + 42,90,Addition,Addition_Easy,easy
18 x 7,126,Multiplication,Times_18,very hard
424 + 747,1171,Addition,Addition_Hard,hard
40 / 2,20,Division,Division_Medium,medium
99 + 56,155,Addition,Addition_Medium,medium
13 x 12,156,Multiplication,Times_13,hard
30 + 34,64,Addition,Addition_Easy,easy
20 x 12,240,Multiplication,Times_20,very hard
15 x 9,135,Multiplication,Times_15,hard
20 x 18,360,Multiplication,Times_20,very hard
12 x 5,60,Multiplication,Times_12,medium
5 x 19,95,Multiplication,Times_5,very hard
453 - 373,80,Subtraction,Subtraction_Easy,easy
14 x 11,154,Multiplication,Times_14,hard
116 / 4,29,Division,Division_Hard,hard
43 + 43,86,Addition,Addition_Easy,easy
6 x 13,78,Multiplication,Times_6,hard
96 / 2,48,Division,Division_Hard,hard
131 - 94,37,Subtraction,Subtraction_Easy,easy
4 x 17,68,Multiplication,Times_4,very hard
613 + 392,1005,Addition,Addition_Hard,hard
12 x 10,120,Multiplication,Times_12,medium
9 x 17,153,Multiplication,Times_9,very hard
12 + 20,32,Addition,Addition_Easy,easy
6 x 6,36,Multiplication,Times_6,easy
14 x 19,266,Multiplication,Times_14,very hard
16 x 12,192,Multiplication,Times_16,very hard
12 x 4,48,Multiplication,Times_12,medium
19 x 10,190,Multiplication,Times_19,very hard
133 / 19,7,Division,Division_Easy,easy
538 - 353,185,Subtraction,Subtraction_Medium,medium
19 x 16,304,Multiplication,Times_19,very hard
445 + 306,751,Addition,Addition_Hard,hard
395 - 346,49,Subtraction,Subtraction_Easy,easy
13 x 4,52,Multiplication,Times_13,hard
6 x 2,12,Multiplication,Times_6,easy
814 - 305,509,Subtraction,Subtraction_Hard,hard
17 x 4,68,Multiplication,Times_17,very hard
757 - 253,504,Subtraction,Subtraction_Hard,hard
282 + 841,1123,Addition,Addition_Hard,hard
16 x 16,256,Multiplication,Times_16,very hard
46 + 21,67,Addition,Addition_Easy,easy
