prompt,answer,topic,family,difficulty
Which artist recorded the 1980s hit 'Really Saying Something'?,Bananarama,80s female icons,Music,hard
Which artist recorded the 1980s hit 'I Can't Help It'?,Bananarama,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Nathan Jones'?,Bananarama,80s female icons,Music,hard
"Which artist recorded the 1980s hit 'Love, Truth and Honesty'?",Bananarama,80s female icons,Music,mid
Which artist recorded the 1980s hit 'In Your Room'?,The Bangles,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Going Down to Liverpool'?,The Bangles,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Be with You'?,The Bangles,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Mad About You'?,Belinda Carlisle,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Runaway Horses'?,Belinda Carlisle,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Heart'?,Neneh Cherry,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Fine Time'?,Yazz,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Got to Be Certain'?,Kylie Minogue,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Wouldn't Change a Thing'?,Kylie Minogue,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Never Too Late'?,Kylie Minogue,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Turn It into Love'?,Kylie Minogue,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Radio Romance'?,Tiffany,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Feelings of Forever'?,Tiffany,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Shake Your Love'?,Debbie Gibson,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Out of the Blue'?,Debbie Gibson,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I'll Always Love You'?,Taylor Dayne,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Knocked Out'?,Paula Abdul,80s female icons,Music,mid
Which artist recorded the 1980s hit 'The Way That You Love Me'?,Paula Abdul,80s female icons,Music,hard
Which artist recorded the 1980s hit 'That Ole Devil Called Love'?,Alison Moyet,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Weak in the Presence of Beauty'?,Alison Moyet,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Valentine'?,T'Pau,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Secret Garden'?,T'Pau,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Break My Heart (You Really)'?,Shakespears Sister,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Who's Zoomin' Who?'?,Aretha Franklin,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Jumpin' Jack Flash'?,Aretha Franklin,80s female icons,Music,mid
Which artist recorded the 1980s hit 'State of Independence'?,Donna Summer,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Love Is in Control (Finger on the Trigger)'?,Donna Summer,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Dinner with Gershwin'?,Donna Summer,80s female icons,Music,mid
"Which artist recorded the 1980s hit 'Irgendwie, irgendwo, irgendwann'?",Nena,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Chances'?,Roxette,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Just Like Jesse James'?,Cher,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Neutron Dance'?,Pointer Sisters,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Slow Hand'?,Pointer Sisters,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Right by Your Side'?,Eurythmics,80s female icons,Music,mid
Which artist recorded the 1980s hit 'It's Alright (Baby's Coming Back)'?,Eurythmics,80s female icons,Music,hard
Which artist recorded the 1980s hit 'I Hate Myself for Loving You'?,Joan Jett & the Blackhearts,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Talk of the Town'?,The Pretenders,80s female icons,Music,mid
Which artist recorded the 1980s hit '2000 Miles'?,The Pretenders,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Spellbound'?,Siouxsie and the Banshees,80s female icons,Music,starter
Which artist recorded the 1980s hit 'The Killing Jar'?,Siouxsie and the Banshees,80s female icons,Music,hard
Which artist recorded the 1980s hit 'The Clapping Song'?,The Belle Stars,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Cross My Heart'?,Eighth Wonder,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Born to Be Sold'?,Transvision Vamp,80s female icons,Music,starter
Which artist recorded the 1980s hit 'The Only One'?,Transvision Vamp,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Here's Where the Story Ends'?,The Sundays,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I Think I Love You'?,Voice of the Beehive,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Let Me Be the One'?,Exposé,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Tell Me Why'?,Exposé,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Wishing on a Star'?,The Cover Girls,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Do Ya Do Ya (Wanna Please Me)'?,Samantha Fox,80s female icons,Music,starter
Which artist recorded the 1980s hit 'I Only Wanna Be with You'?,Samantha Fox,80s female icons,Music,mid
Which artist recorded the 1980s hit 'G.T.O.'?,Sinitta,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Warning!'?,Adeva,80s female icons,Music,starter
Which artist recorded the 1980s hit 'This Is the Right Time'?,Lisa Stansfield,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I Feel the Earth Move'?,Martika,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Are You My Baby?'?,Wendy & Lisa,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Shake Your Thang'?,Salt-N-Pepa,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Close My Eyes Forever'?,Lita Ford,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Back to the Cave'?,Lita Ford,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Im Nin'alu (Played in Full)'?,Ofra Haza,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Breathe Life into Me'?,Mica Paris,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Set Me Free'?,Jaki Graham,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Back to Life (However Do You Want Me)'?,Soul II Soul,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Miss You Like Crazy'?,Natalie Cole,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Searchin' (I Gotta Find a Man)'?,Hazell Dean,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Baby Talk'?,Alisha,80s female icons,Music,hard
Which artist recorded the 1980s hit 'French Kissin' in the USA'?,Deborah Harry,80s female icons,Music,hard
Which artist recorded the 1980s hit 'The Finest'?,The S.O.S. Band,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Nick of Time'?,Bonnie Raitt,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Cross My Broken Heart'?,Sinitta,80s female icons,Music,starter
Which artist recorded the 1980s hit 'What I Am'?,Edie Brickell & New Bohemians,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Invisible'?,Alison Moyet,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Carolyn's Fingers'?,Cocteau Twins,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Sick of It'?,The Primitives,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Fascinated'?,Company B,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Love Come Down'?,"Evelyn ""Champagne"" King",80s female icons,Music,starter
Which artist recorded the 1980s hit 'I Don't Want a Lover'?,Texas,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Soul Kiss'?,Olivia Newton-John,80s female icons,Music,mid
Which artist recorded the 1980s hit 'In the Heat of the Night'?,Sandra,80s female icons,Music,mid
Which artist recorded the 1980s hit 'The Land of Make Believe'?,Bucks Fizz,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Nasty Girl'?,Vanity 6,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Say I'm Your Number One'?,Princess,80s female icons,Music,mid
Which artist recorded the 1980s hit 'On My Own'?,Patti LaBelle,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Sweet Love'?,Anita Baker,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Sans contrefaçon'?,Mylène Farmer,80s female icons,Music,mid
Which artist recorded the 1980s hit 'The Glamorous Life'?,Sheila E.,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Cause You Are Young'?,CC Catch,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Cathedral Song'?,Tanita Tikaram,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Hit the Ground'?,The Darling Buds,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Let the Music Play'?,Shannon,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Let's Hear It for the Boy'?,Deniece Williams,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Walking on Sunshine'?,Katrina and the Waves,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Point of No Return'?,Exposé,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Private Life'?,Grace Jones,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Voices Carry'?,'Til Tuesday,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Love Shack'?,The B-52's,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Words Get in the Way'?,Gloria Estefan & Miami Sound Machine,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Sex Shooter'?,Apollonia 6,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Only the Lonely'?,The Motels,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Birthday'?,The Sugarcubes,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Frankie'?,Sister Sledge,80s female icons,Music,hard
Which artist recorded the 1980s hit 'When We Kiss'?,Bardeux,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Baby Can I Hold You'?,Tracy Chapman,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Never Knew Love Like This Before'?,Stephanie Mills,80s female icons,Music,starter
Which artist recorded the 1980s hit 'A Smile in a Whisper'?,Fairground Attraction,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I Can't Wait'?,Nu Shooz,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Heartache'?,Pepsi & Shirlie,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Marlene on the Wall'?,Suzanne Vega,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Forget Me Nots'?,Patrice Rushen,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Evening Falls...'?,Enya,80s female icons,Music,mid
Which artist recorded the 1980s hit 'The Warrior'?,Scandal,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Respectable'?,Mel & Kim,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Somebody Else's Guy'?,Jocelyn Brown,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Mirror Mirror'?,Diana Ross,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Move Closer'?,Phyllis Nelson,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Don't Talk to Me About Love'?,Altered Images,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Attention to Me'?,The Nolans,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Star'?,Kiki Dee,80s female icons,Music,hard
Which artist recorded the 1980s hit 'I Just Can't Wait'?,Mandy Smith,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Hooked on You'?,Sweet Sensation,80s female icons,Music,hard
Which artist recorded the 1980s hit 'I Miss You'?,Klymaxx,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Crush on You'?,The Jets,80s female icons,Music,mid
Which artist recorded the 1980s hit 'In My House'?,Mary Jane Girls,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Head to Toe'?,Lisa Lisa & Cult Jam,80s female icons,Music,hard
Which artist recorded the 1980s hit 'As We Lay'?,Shirley Murdock,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Congratulations'?,Vesta Williams,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Baby Love'?,Regina,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Let Me Be Your Angel'?,Stacy Lattisaw,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Lovergirl'?,Teena Marie,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Time and Tide'?,Basia,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Ne partez pas sans moi'?,Céline Dion,80s female icons,Music,hard
Which artist recorded the 1980s hit 'J'aime la vie'?,Sandra Kim,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Stop!'?,Sam Brown,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Echo Beach'?,Martha and the Muffins,80s female icons,Music,starter
Which artist recorded the 1980s hit 'I Know What Boys Like'?,The Waitresses,80s female icons,Music,starter
Which artist recorded the 1980s hit 'If She Knew What She Wants'?,The Bangles,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Symptoms of True Love'?,Tracie Spencer,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Come Share My Love'?,Miki Howard,80s female icons,Music,hard
Which artist recorded the 1980s hit 'I Want Your (Hands on Me)'?,Sinéad O'Connor,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Shattered Glass'?,Laura Branigan,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Got to Be Certain'?,Kylie Minogue,80s female icons,Music,starter
Which artist recorded the 1980s hit 'I'll Always Love You'?,Taylor Dayne,80s female icons,Music,starter
Which artist recorded the 1980s hit 'The Way That You Love Me'?,Paula Abdul,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Crazy in the Night (Barking at Airplanes)'?,Kim Carnes,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Martha's Harbour'?,All About Eve,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Breakout'?,Swing Out Sister,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Bad Day'?,Carmel,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Night Birds'?,Shakatak,80s female icons,Music,starter
"Which artist recorded the 1980s hit 'Ella, elle l'a'?",France Gall,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I Can't Help It'?,Bananarama,80s female icons,Music,starter
Which artist recorded the 1980s hit 'The Only One'?,Transvision Vamp,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Runaway Horses'?,Belinda Carlisle,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Walking on Thin Ice'?,Yoko Ono,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Roses'?,Haywoode,80s female icons,Music,mid
Which artist recorded the 1980s hit 'All of Me (Boy Oh Boy)'?,Sabrina,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Dreamin''?,Vanessa Williams,80s female icons,Music,starter
"Which artist recorded the 1980s hit 'Tonight, I Celebrate My Love'?",Peabo Bryson & Roberta Flack,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Girlfriend'?,Pebbles,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Superwoman'?,Karyn White,80s female icons,Music,mid
Which artist recorded the 1980s hit 'We Don't Need Another Hero'?,Tina Turner,80s female icons,Music,mid
Which artist recorded the 1980s hit 'The Sweetest Taboo'?,Sade,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Baby I Don't Care'?,Transvision Vamp,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Surrender'?,Swing Out Sister,80s female icons,Music,mid
Which artist recorded the 1980s hit 'If She Knew What She Wants'?,The Bangles,80s female icons,Music,starter
Which artist recorded the 1980s hit 'I Heard a Rumour'?,Bananarama,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Time After Time'?,Cyndi Lauper,80s female icons,Music,mid
Which artist recorded the 1980s hit 'So Emotional'?,Whitney Houston,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I Wanna Dance with Somebody (Who Loves Me)'?,Whitney Houston,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I'm So Excited'?,Pointer Sisters,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Rhythm Nation'?,Janet Jackson,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Shake Your Love'?,Debbie Gibson,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I Still Believe'?,Brenda K. Starr,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Heaven Is a Place on Earth'?,Belinda Carlisle,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Cruel Summer'?,Bananarama,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Walk Like an Egyptian'?,The Bangles,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Cars with the Boom'?,L'Trimm,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Expression'?,Salt-N-Pepa,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Listen to Your Heart'?,Roxette,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Venus'?,Bananarama,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Water on Glass'?,Kim Wilde,80s female icons,Music,mid
Which artist recorded the 1980s hit 'What About Love'?,Heart,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Fame'?,Irene Cara,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Total Eclipse of the Heart'?,Bonnie Tyler,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Heartache'?,Pepsi & Shirlie,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Robert De Niro's Waiting'?,Bananarama,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Is This Love?'?,Alison Moyet,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Into the Groove'?,Madonna,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Love Resurrection'?,Alison Moyet,80s female icons,Music,starter
Which artist recorded the 1980s hit 'I'm Coming Out'?,Diana Ross,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Searchin' (I Gotta Find a Man)'?,Hazell Dean,80s female icons,Music,mid
Which artist recorded the 1980s hit 'All Cried Out'?,Alison Moyet,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Morning Train (Nine to Five)'?,Sheena Easton,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Magic'?,Olivia Newton-John,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Orinoco Flow'?,Enya,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Never as Good as the First Time'?,Sade,80s female icons,Music,starter
Which artist recorded the 1980s hit 'All Through the Night'?,Cyndi Lauper,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Kids in America'?,Kim Wilde,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Muscles'?,Diana Ross,80s female icons,Music,hard
Which artist recorded the 1980s hit 'When I Think of You'?,Janet Jackson,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Meeting in the Ladies Room'?,Klymaxx,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Crimson and Clover'?,Joan Jett & the Blackhearts,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Twist of Fate'?,Olivia Newton-John,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Walking on Sunshine'?,Katrina and the Waves,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Kisses on the Wind'?,Neneh Cherry,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Superwoman'?,Karyn White,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Push It'?,Salt-N-Pepa,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Don't Get Me Wrong'?,Pretenders,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Don't Talk to Me About Love'?,Altered Images,80s female icons,Music,starter
Which artist recorded the 1980s hit 'If I Could Turn Back Time'?,Cher,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Hit Me with Your Best Shot'?,Pat Benatar,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Smooth Operator'?,Sade,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Slow Hand'?,Pointer Sisters,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Holiday'?,Madonna,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Perfect'?,Fairground Attraction,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Alone'?,Heart,80s female icons,Music,mid
Which artist recorded the 1980s hit 'No More Words'?,Berlin,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Rapture'?,Blondie,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Buffalo Stance'?,Neneh Cherry,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Thunder in the Mountains'?,Toyah,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Only the Lonely'?,The Motels,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Love in the First Degree'?,Bananarama,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Only in My Dreams'?,Debbie Gibson,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Nothing Has Been Proved'?,Dusty Springfield,80s female icons,Music,mid
Which artist recorded the 1980s hit 'The Look'?,Roxette,80s female icons,Music,hard
Which artist recorded the 1980s hit 'A Love Bizarre'?,Sheila E.,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Call Me'?,Blondie,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Cambodia'?,Kim Wilde,80s female icons,Music,mid
Which artist recorded the 1980s hit 'When I Hear Music'?,Debbie Deb,80s female icons,Music,mid
Which artist recorded the 1980s hit 'You're History'?,Shakespears Sister,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Since Yesterday'?,Strawberry Switchblade,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Say I'm Your Number One'?,Princess,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Jump (For My Love)'?,Pointer Sisters,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I Eat Cannibals'?,Total Coelo,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Love Is a Battlefield'?,Pat Benatar,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Who's Leaving Who'?,Hazell Dean,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Showing Out (Get Fresh at the Weekend)'?,Mel and Kim,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Marlene on the Wall'?,Suzanne Vega,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Thinking of You'?,Sa-Fire,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Let's Hear It for the Boy'?,Deniece Williams,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Private Dancer'?,Tina Turner,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Manchild'?,Neneh Cherry,80s female icons,Music,hard
Which artist recorded the 1980s hit 'I Want Your Love'?,Transvision Vamp,80s female icons,Music,hard
Which artist recorded the 1980s hit '99 Luftballons'?,Nena,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Love Shack'?,The B-52's,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Neutron Dance'?,Pointer Sisters,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Stay with Me Till Dawn'?,Judie Tzuke,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Don't Call Me Baby'?,Voice of the Beehive,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Girls Just Want to Have Fun'?,Cyndi Lauper,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Cold Hearted'?,Paula Abdul,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Leave a Light On'?,Belinda Carlisle,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Respectable'?,Mel and Kim,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Sign of the Times'?,The Belle Stars,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Boys (Summertime Love)'?,Sabrina,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Love Is In Control (Finger on the Trigger)'?,Donna Summer,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Girlfriend'?,Pebbles,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Good Tradition'?,Tanita Tikaram,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Running Up That Hill (A Deal with God)'?,Kate Bush,80s female icons,Music,starter
Which artist recorded the 1980s hit 'These Dreams'?,Heart,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Nasty'?,Janet Jackson,80s female icons,Music,starter
Which artist recorded the 1980s hit 'I Should Be So Lucky'?,Kylie Minogue,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Get Closer'?,Valerie Dore,80s female icons,Music,hard
Which artist recorded the 1980s hit 'You Came'?,Kim Wilde,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Je Ne Sais Pas Pourquoi'?,Kylie Minogue,80s female icons,Music,starter
Which artist recorded the 1980s hit 'She Bop'?,Cyndi Lauper,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Typical Male'?,Tina Turner,80s female icons,Music,mid
Which artist recorded the 1980s hit 'I Get Weak'?,Belinda Carlisle,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Suddenly Last Summer'?,The Motels,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Dear Prudence'?,Siouxsie and the Banshees,80s female icons,Music,hard
Which artist recorded the 1980s hit 'How Will I Know'?,Whitney Houston,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Japanese Boy'?,Aneka,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Papa Don't Preach'?,Madonna,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Flashdance... What a Feeling'?,Irene Cara,80s female icons,Music,starter
Which artist recorded the 1980s hit 'I Love Rock 'n Roll'?,Joan Jett & the Blackhearts,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Cloudbusting'?,Kate Bush,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Happy Birthday'?,Altered Images,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Breakout'?,Swing Out Sister,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Miss You Much'?,Janet Jackson,80s female icons,Music,mid
Which artist recorded the 1980s hit 'China in Your Hand'?,T'Pau,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Escapade'?,Janet Jackson,80s female icons,Music,hard
Which artist recorded the 1980s hit 'All Around the World'?,Lisa Stansfield,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Kiss Me Deadly'?,Lita Ford,80s female icons,Music,starter
Which artist recorded the 1980s hit 'The Glamorous Life'?,Sheila E.,80s female icons,Music,starter
Which artist recorded the 1980s hit 'She Works Hard for the Money'?,Donna Summer,80s female icons,Music,starter
Which artist recorded the 1980s hit 'The Greatest Love of All'?,Whitney Houston,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Physical'?,Olivia Newton-John,80s female icons,Music,starter
Which artist recorded the 1980s hit 'I Hate Myself for Loving You'?,Joan Jett & the Blackhearts,80s female icons,Music,mid
Which artist recorded the 1980s hit 'True Blue'?,Madonna,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Toy Soldiers'?,Martika,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Twist in My Sobriety'?,Tanita Tikaram,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Rooms on Fire'?,Stevie Nicks,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Express Yourself'?,Madonna,80s female icons,Music,mid
Which artist recorded the 1980s hit '9 to 5'?,Dolly Parton,80s female icons,Music,mid
Which artist recorded the 1980s hit 'Mad About You'?,Belinda Carlisle,80s female icons,Music,hard
Which artist recorded the 1980s hit 'Back on the Chain Gang'?,Pretenders,80s female icons,Music,starter
Which artist recorded the 1980s hit 'Show Me'?,The Cover Girls,80s female icons,Music,starter
Which artist recorded the 1980s hit 'I Want to Be Free'?,Toyah,80s female icons,Music,hard
