prompt,answer,topic,family,difficulty
Which Roman emperor was known as Syrian-born emperor noted for religious changes?,Elagabalus,History,Ancient Rome,starter
"In Roman literature and thought, who was Juvenal?",satirist who critiqued Roman society,History,Ancient Rome,mid
"In the Roman military, what was the century?",unit of roughly 80 men led by a centurion,History,Ancient Rome,starter
"In Roman literature and thought, who was Horace?",poet famed for his Odes and Satires,History,Ancient Rome,mid
"In the Roman Empire, what was Asia?",wealthy province in western Asia Minor,History,Ancient Rome,starter
Which Roman emperor was known as ruled during a period of peace and prosperity?,Antoninus Pius,History,Ancient Rome,starter
"In the Roman Empire, what was Thracia?",Balkan province near the Hellespont,History,Ancient Rome,starter
"In Roman society, what was circus?",arena used chiefly for chariot racing,History,Ancient Rome,starter
"In the Roman military, what was the testudo?",protective 'tortoise' shield formation,History,Ancient Rome,starter
"In Roman literature and thought, who was Cicero?",orator and author of speeches and philosophical works,History,Ancient Rome,mid
Which Roman emperor was known as western emperor during the sack of Rome in AD 410?,Honorius,History,Ancient Rome,starter
"In Roman society, what was bulla?",protective amulet worn by children,History,Ancient Rome,starter
"In Roman engineering and architecture, what was the Pont du Gard?",aqueduct bridge in Roman Gaul,History,Ancient Rome,mid
"In the Roman Empire, what was Tarraconensis?",large northern Iberian province,History,Ancient Rome,starter
Which Roman law or reform was barred senators from owning large sea‑going ships (218 BC)?,Lex Claudia,History,Ancient Rome,mid
"In Roman literature and thought, who was Tacitus?",historian who wrote the 'Annals' and 'Histories',History,Ancient Rome,mid
"In late antiquity and after, what was Plague of Cyprian?",pandemic that struck the empire in the 3rd century AD,History,Ancient Rome,hard
"In Roman literature and thought, who was Plutarch?",biographer who wrote 'Parallel Lives',History,Ancient Rome,mid
"In the Roman military, what was the gladius?",short sword of infantry,History,Ancient Rome,starter
Which Roman emperor was known as last of the Severan rulers?,Severus Alexander,History,Ancient Rome,starter
"In Roman religion, what was the role of the augurs?",priests who interpreted omens from birds,History,Ancient Rome,mid
"In Roman society, what was domus?",townhouse residence of the wealthy,History,Ancient Rome,starter
Which Roman emperor was known as military emperor who restored order in the 270s?,Probus,History,Ancient Rome,starter
"In Roman society, what was collegia?",associations or guilds of craftsmen,History,Ancient Rome,starter
"In Roman engineering and architecture, what was the Trajan's Column?",monument commemorating Dacian campaigns,History,Ancient Rome,mid
Which battle saw three Roman legions were destroyed in AD 9?,Battle of Teutoburg Forest,History,Ancient Rome,mid
Which Roman law or reform was earliest codification of Roman law (c. 451–450 BC)?,Twelve Tables,History,Ancient Rome,mid
Which Roman emperor was known as defeated Queen Zenobia and reunified the empire?,Aurelian,History,Ancient Rome,starter
Which Roman emperor was known as attempted to reform and defend the Western empire?,Majorian,History,Ancient Rome,starter
"In Roman literature and thought, who was Plotinus?",philosopher who founded Neoplatonism,History,Ancient Rome,mid
"In the Roman military, what was the legion?",primary heavy infantry unit of Rome,History,Ancient Rome,starter
Which Roman emperor was known as fought as a gladiator emperor?,Commodus,History,Ancient Rome,starter
"In Roman literature and thought, who was Quintilian?",rhetorician who wrote 'Institutio Oratoria',History,Ancient Rome,mid
"In the Roman Empire, what was Arabia Petraea?",province carved from Nabataean territory,History,Ancient Rome,starter
"In Roman society, what was thermae?",public bath complexes for hygiene and leisure,History,Ancient Rome,starter
"In Roman society, what was aquila?",eagle standard symbolising a legion (military symbol seen in civic life),History,Ancient Rome,starter
"In Roman society, what was toga?",formal garment worn by male citizens,History,Ancient Rome,starter
"In the Roman Empire, what was Dalmatia?",Adriatic coastal province,History,Ancient Rome,starter
"In the Roman military, what was the scutum?",large rectangular shield of legionaries,History,Ancient Rome,starter
Which battle saw Caesar defeated Vercingetorix in 52 BC?,Battle of Alesia,History,Ancient Rome,mid
"In Roman engineering and architecture, what was the Baths of Caracalla?",large imperial bath complex,History,Ancient Rome,mid
"In late antiquity and after, what was Fall of Western Roman Empire?",AD 476 deposition of Romulus Augustulus,History,Ancient Rome,hard
"In Roman society, what was insulae?",multi‑storey apartment blocks for the urban poor,History,Ancient Rome,starter
"In the Roman economy, what was the latifundia?",large estates using slave labour,History,Ancient Rome,mid
Which battle saw Valerian was captured by Shapur I in AD 260?,Battle of Edessa,History,Ancient Rome,mid
Which battle saw Octavian defeated Antony and Cleopatra in 31 BC?,Battle of Actium,History,Ancient Rome,mid
"Which Roman emperor was known as Stoic philosopher, author of 'Meditations'?",Marcus Aurelius,History,Ancient Rome,starter
"In late antiquity and after, what was Justinian's Code?",6th‑century codification of Roman law in the East,History,Ancient Rome,hard
"In the Roman Empire, what was Syria?",eastern province guarding routes to Persia,History,Ancient Rome,starter
"In the Roman economy, what was the Via Egnatia?",major road across the Balkans aiding trade,History,Ancient Rome,mid
Which Roman law or reform was granted citizenship to most free inhabitants (AD 212)?,Constitutio Antoniniana,History,Ancient Rome,mid
"In Roman religion, who was Mithras?",deity central to a popular mystery cult,History,Ancient Rome,starter
"In the Roman Empire, what was Mauretania Caesariensis?",North African province west of Africa Proconsularis,History,Ancient Rome,starter
"In the Roman Empire, what was Armenia?",buffer kingdom between Rome and Persia,History,Ancient Rome,starter
"In the Roman Empire, what was Bithynia et Pontus?",province in northern Asia Minor,History,Ancient Rome,starter
"In Roman society, what was cena?",the main evening meal in Rome,History,Ancient Rome,starter
Which battle saw Romans defeated Boudica in AD 61?,Battle of Watling Street,History,Ancient Rome,mid
"In the Roman Empire, what was Numidia?",North African province known for cavalry,History,Ancient Rome,starter
"In Roman religion, who was Isis?",Egyptian goddess worshipped in Rome,History,Ancient Rome,starter
Which Roman law or reform was Diocletian’s price controls (AD 301)?,Edict on Maximum Prices,History,Ancient Rome,mid
"In Roman engineering and architecture, what was the Ostia?",port city of Rome at the Tiber’s mouth,History,Ancient Rome,mid
Which Roman law or reform was Augustan marriage law encouraging childbirth (18 BC)?,Lex Julia de maritandis ordinibus,History,Ancient Rome,mid
"In Roman engineering and architecture, what was the Aqua Marcia?",Republican aqueduct noted for clear water,History,Ancient Rome,mid
"In the Roman Empire, what was Lusitania?",western Iberian province with gold resources,History,Ancient Rome,starter
Which Roman law or reform was established liability for wrongful damage (3rd century BC)?,Lex Aquilia,History,Ancient Rome,mid
"In Roman literature and thought, who was Martial?",epigrammatist known for witty epigrams,History,Ancient Rome,mid
"In Roman religion, who was Juno?","queen of the gods, protector of marriage",History,Ancient Rome,starter
"In late antiquity and after, what was Crisis of the Third Century?","period of usurpations, invasions and economic turmoil AD 235–284",History,Ancient Rome,hard
Which Roman law or reform was restricted luxury and display by women (215 BC)?,Lex Oppia,History,Ancient Rome,mid
"In late antiquity and after, what was Sack of Rome by Visigoths?",AD 410 under Alaric,History,Ancient Rome,hard
"In the Roman military, what was the optio?",deputy to a centurion,History,Ancient Rome,mid
Which Roman law or reform was legalised Christianity (AD 313)?,Edict of Milan,History,Ancient Rome,mid
"In the Roman economy, what was the portorium?",customs duty on goods,History,Ancient Rome,mid
"In Roman engineering and architecture, what was the hypocaust?",underfloor heating system in baths and villas,History,Ancient Rome,mid
Which Roman emperor was known as founded the Flavian dynasty?,Vespasian,History,Ancient Rome,starter
"In Roman engineering and architecture, what was the Via Appia?",major road linking Rome to southern Italy,History,Ancient Rome,mid
"In the Roman Empire, what was Cappadocia?",eastern Anatolian province facing Armenia,History,Ancient Rome,starter
Which Roman law or reform was permitted marriage between patricians and plebeians (445 BC)?,Lex Canuleia,History,Ancient Rome,mid
"In Roman engineering and architecture, what was the Cloaca Maxima?",great sewer of Rome,History,Ancient Rome,mid
"In Roman engineering and architecture, what was the Hadrian's Wall?",northern frontier in Britannia,History,Ancient Rome,mid
"In Roman engineering and architecture, what was the aqueduct?",structure that carried water over distance to cities,History,Ancient Rome,mid
"In late antiquity and after, what was Greek to Latin West?",Latin became dominant in the western empire,History,Ancient Rome,hard
"In Roman literature and thought, who was Lucretius?",poet who wrote 'On the Nature of Things',History,Ancient Rome,mid
"In Roman engineering and architecture, what was the Pantheon?",temple famed for its concrete dome and oculus,History,Ancient Rome,mid
"In Roman engineering and architecture, what was the Aqua Claudia?",1st‑century aqueduct supplying Rome,History,Ancient Rome,mid
Which Roman emperor was known as emperor during the Great Fire of Rome?,Nero,History,Ancient Rome,starter
"In Roman engineering and architecture, what was the Portus?",harbour complex near the mouth of the Tiber,History,Ancient Rome,mid
"In Roman society, what was latifundia?",large agricultural estates worked by slaves,History,Ancient Rome,starter
"In the Roman military, what was the cohort?",tactical subdivision of a legion,History,Ancient Rome,starter
"In the Roman military, what was the onager?",torsion artillery used to hurl stones,History,Ancient Rome,starter
What was Lupercalia in Roman religion?,February festival of purification and fertility,History,Ancient Rome,starter
"In Roman engineering and architecture, what was the Colosseum?",Flavian amphitheatre used for spectacles,History,Ancient Rome,mid
"In Roman engineering and architecture, what was the Forum Romanum?",central public space in Rome,History,Ancient Rome,mid
"In Roman literature and thought, who was Epictetus?",Stoic philosopher of the Imperial era,History,Ancient Rome,mid
"In the Roman Empire, what was Illyricum?",Balkan region and military recruiting ground,History,Ancient Rome,starter
"In the Roman economy, what was the sestertius?",large bronze/brass coin,History,Ancient Rome,mid
Which Roman emperor was known as last of the Flavians?,Domitian,History,Ancient Rome,starter
"In Roman literature and thought, who was Seneca?",Stoic philosopher and statesman,History,Ancient Rome,mid
"Which Roman emperor was known as last pagan emperor, campaigned in Persia?",Julian,History,Ancient Rome,starter
"In Roman literature and thought, who was Virgil?",poet who wrote the 'Aeneid',History,Ancient Rome,mid
"In Roman literature and thought, who was Livy?",historian who wrote 'Ab Urbe Condita',History,Ancient Rome,mid
"In Roman society, what was Vestal Virgins?",priestesses who kept the sacred fire of Vesta,History,Ancient Rome,starter
"In the Roman Empire, what was Germania Inferior?",frontier province along the lower Rhine,History,Ancient Rome,starter
Which battle saw Claudius Gothicus defeated the Goths in AD 268?,Battle of Naissus,History,Ancient Rome,mid
"In Roman literature and thought, who was Apuleius?",novelist who wrote 'The Golden Ass',History,Ancient Rome,mid
Which Roman emperor was known as ordered the invasion of Britannia in AD 43?,Claudius,History,Ancient Rome,starter
Which Roman law or reform was made plebiscites binding on all Romans (287 BC)?,Lex Hortensia,History,Ancient Rome,mid
"In the Roman military, what was the primus pilus?",senior centurion of a legion,History,Ancient Rome,mid
Which Roman emperor was known as expanded the empire to its greatest extent?,Trajan,History,Ancient Rome,starter
Which battle saw Constantine defeated Maxentius in AD 312?,Battle of Milvian Bridge,History,Ancient Rome,mid
Which Roman emperor was known as legalised Christianity via the Edict of Milan?,Constantine the Great,History,Ancient Rome,starter
"In the Roman economy, what was the amphorae?",ceramic containers for wine and oil transport,History,Ancient Rome,mid
"In the Roman Empire, what was Britannia?",province conquered under Claudius in AD 43,History,Ancient Rome,starter
Which Roman emperor was known as brief emperor during AD 69?,Otho,History,Ancient Rome,starter
"In the Roman economy, what was the annona?",grain supply and distribution system,History,Ancient Rome,mid
"In Roman engineering and architecture, what was the Ara Pacis?",Augustan altar celebrating peace,History,Ancient Rome,mid
"In the Roman Empire, what was Raetia?",Alpine province guarding passes to Italy,History,Ancient Rome,starter
"In Roman society, what was ludi?",public games and festivals sponsored by magistrates,History,Ancient Rome,starter
"In Roman literature and thought, who was Suetonius?",biographer who wrote 'The Twelve Caesars',History,Ancient Rome,mid
Which battle saw Emperor Valens was killed by the Goths in AD 378?,Battle of Adrianople,History,Ancient Rome,mid
"In late antiquity and after, what was Byzantine Empire?",eastern continuation preserving Roman institutions,History,Ancient Rome,hard
Which Roman emperor was known as defeated by Vespasian in AD 69?,Vitellius,History,Ancient Rome,starter
"In Roman literature and thought, who was Ovid?",poet who wrote 'Metamorphoses',History,Ancient Rome,mid
"In Roman religion, who was Minerva?",goddess of wisdom and crafts,History,Ancient Rome,starter
Which Roman emperor was known as first emperor of Rome and initiator of the Principate?,Augustus,History,Ancient Rome,starter
