prompt,answer,topic,family,difficulty
Who wrote 'A Little Life'?,Hanya Yanagihara,Literature,Literature,hard
Who wrote 'The Big Sleep'?,Raymond Chandler,Literature,Literature,starter
Who wrote 'Oedipus Rex'?,Sophocles,Literature,Literature,starter
Who wrote 'The Age of Innocence'?,Edith Wharton,Literature,Literature,starter
Who wrote 'The Outsiders'?,S.E. Hinton,Literature,Literature,mid
Who wrote 'Anne of Green Gables'?,L.M. Montgomery,Literature,Literature,starter
Who wrote 'The Subtle Knife'?,Philip Pullman,Literature,Literature,hard
Who wrote 'The Garden of the Finzi-Continis'?,Giorgio Bassani,Literature,Literature,mid
Who wrote 'A Suitable Boy'?,Vikram Seth,Literature,Literature,hard
Who wrote 'The Book Thief'?,Markus Zusak,Literature,Literature,mid
Who wrote 'The Invention of Morel'?,Adolfo Bioy Casares,Literature,Literature,starter
Who wrote 'The Handmaid's Tale'?,Margaret Atwood,Literature,Literature,starter
Who wrote 'The Goldfinch'?,Donna Tartt,Literature,Literature,starter
What is a 'pastoral elegy'?,A lament for the dead set in an idealized rural setting,Literature,Literature,starter
Who wrote 'Between the World and Me'?,Ta-Nehisi Coates,Literature,Literature,mid
Who wrote '10 Minutes 38 Seconds in This Strange World'?,Elif Shafak,Literature,Literature,mid
Who wrote 'Galatea'?,Madeline Miller,Literature,Literature,starter
Who wrote 'Immortality'?,Milan Kundera,Literature,Literature,starter
Who wrote 'Purple Hibiscus'?,Chimamanda Ngozi Adichie,Literature,Literature,hard
Who wrote 'Go Tell It on the Mountain'?,James Baldwin,Literature,Literature,hard
Who wrote 'Circe'?,Madeline Miller,Literature,Literature,starter
Who wrote 'The Water Dancer'?,Ta-Nehisi Coates,Literature,Literature,starter
Who wrote 'The Lola Quartet'?,Emily St. John Mandel,Literature,Literature,starter
Who wrote 'The Professor's House'?,Willa Cather,Literature,Literature,mid
Who wrote 'Lila'?,Marilynne Robinson,Literature,Literature,starter
Who wrote 'Amy and Isabelle'?,Elizabeth Strout,Literature,Literature,mid
Who wrote 'Housekeeping'?,Marilynne Robinson,Literature,Literature,mid
Who wrote 'Life is Elsewhere'?,Milan Kundera,Literature,Literature,hard
Who wrote 'McGlue'?,Ottessa Moshfegh,Literature,Literature,starter
Who wrote 'Zone One'?,Colson Whitehead,Literature,Literature,starter
Who wrote 'The Sympathizer'?,Viet Thanh Nguyen,Literature,Literature,hard
Who wrote 'Anything is Possible'?,Elizabeth Strout,Literature,Literature,mid
Who wrote 'Abide with Me'?,Elizabeth Strout,Literature,Literature,mid
Who wrote 'Gilead'?,Marilynne Robinson,Literature,Literature,starter
Who wrote 'Home'?,Marilynne Robinson,Literature,Literature,mid
Who wrote 'Just Above My Head'?,James Baldwin,Literature,Literature,mid
Who wrote 'Tell Me How Long the Train's Been Gone'?,James Baldwin,Literature,Literature,mid
Who wrote 'A Man of the People'?,Chinua Achebe,Literature,Literature,starter
Who wrote 'Notes of a Native Son'?,James Baldwin,Literature,Literature,mid
Who wrote 'The Colossus of New York'?,Colson Whitehead,Literature,Literature,mid
Who wrote 'Lucy Gayheart'?,Willa Cather,Literature,Literature,starter
Who wrote 'The Education of Henry Adams'?,Henry Adams,Literature,Literature,starter
Who wrote 'The Glass Hotel'?,Emily St. John Mandel,Literature,Literature,mid
Who wrote 'The Underground Railroad'?,Colson Whitehead,Literature,Literature,hard
Who wrote 'Another Country'?,James Baldwin,Literature,Literature,mid
Who wrote 'Olive Kitteridge'?,Elizabeth Strout,Literature,Literature,mid
Who wrote 'Arrow of God'?,Chinua Achebe,Literature,Literature,mid
Who wrote 'The Intuitionist'?,Colson Whitehead,Literature,Literature,mid
Who wrote 'O Pioneers!'?,Willa Cather,Literature,Literature,starter
Who wrote 'Sag Harbor'?,Colson Whitehead,Literature,Literature,starter
Who wrote 'Tuff'?,Paul Beatty,Literature,Literature,starter
Who wrote 'Slumberland'?,Paul Beatty,Literature,Literature,starter
Who wrote 'The Reef'?,Edith Wharton,Literature,Literature,starter
Who wrote 'Powers'?,Ursula K. Le Guin,Literature,Literature,mid
Who wrote 'The Bastard of Istanbul'?,Elif Shafak,Literature,Literature,hard
Who wrote 'Shadows on the Rock'?,Willa Cather,Literature,Literature,starter
Who wrote 'On Beauty'?,Zadie Smith,Literature,Literature,hard
Who wrote 'Jack'?,Marilynne Robinson,Literature,Literature,hard
Who wrote 'Last Night in Montreal'?,Emily St. John Mandel,Literature,Literature,mid
Who wrote 'The Committed'?,Viet Thanh Nguyen,Literature,Literature,starter
Who wrote 'Lapvona'?,Ottessa Moshfegh,Literature,Literature,mid
Who wrote 'Voices'?,Ursula K. Le Guin,Literature,Literature,starter
Who wrote 'John Henry Days'?,Colson Whitehead,Literature,Literature,hard
Who wrote 'Democracy'?,Henry Adams,Literature,Literature,starter
Who wrote 'The Book of Laughter and Forgetting'?,Milan Kundera,Literature,Literature,starter
Who wrote 'The Song of Achilles'?,Madeline Miller,Literature,Literature,hard
Who wrote 'Homegoing'?,Yaa Gyasi,Literature,Literature,mid
Who wrote 'The Joke'?,Milan Kundera,Literature,Literature,mid
Who wrote 'Honor'?,Elif Shafak,Literature,Literature,starter
Who wrote 'If Beale Street Could Talk'?,James Baldwin,Literature,Literature,mid
Who wrote 'A Lost Lady'?,Willa Cather,Literature,Literature,starter
Who wrote 'Esther'?,Henry Adams,Literature,Literature,starter
Who wrote 'Death in Her Hands'?,Ottessa Moshfegh,Literature,Literature,mid
Who wrote 'Free Food for Millionaires'?,Min Jin Lee,Literature,Literature,mid
Who wrote 'The Children's Book'?,A.S. Byatt,Literature,Literature,starter
Who wrote 'The Island of Missing Trees'?,Elif Shafak,Literature,Literature,hard
Who wrote 'Hudson River Bracketed'?,Edith Wharton,Literature,Literature,mid
Who wrote 'Summer'?,Edith Wharton,Literature,Literature,starter
Who wrote 'My Year of Rest and Relaxation'?,Ottessa Moshfegh,Literature,Literature,hard
Who wrote 'The Nickel Boys'?,Colson Whitehead,Literature,Literature,hard
Who wrote 'Sea of Tranquility'?,Emily St. John Mandel,Literature,Literature,starter
Who wrote 'Harlem Shuffle'?,Colson Whitehead,Literature,Literature,starter
Who wrote 'Giovanni's Room'?,James Baldwin,Literature,Literature,mid
Who wrote 'Apex Hides the Hurt'?,Colson Whitehead,Literature,Literature,starter
Who wrote 'Twilight Sleep'?,Edith Wharton,Literature,Literature,mid
Who wrote 'The Noble Hustle'?,Colson Whitehead,Literature,Literature,starter
Who wrote 'My Ántonia'?,Willa Cather,Literature,Literature,starter
Who wrote 'Eileen'?,Ottessa Moshfegh,Literature,Literature,starter
Who wrote 'We Were Eight Years in Power'?,Ta-Nehisi Coates,Literature,Literature,hard
Who wrote 'Americanah'?,Chimamanda Ngozi Adichie,Literature,Literature,mid
Who wrote 'Sapphira and the Slave Girl'?,Willa Cather,Literature,Literature,mid
Who wrote 'The Fire Next Time'?,James Baldwin,Literature,Literature,hard
Who wrote 'Possession'?,A.S. Byatt,Literature,Literature,mid
Who wrote 'The Singer's Gun'?,Emily St. John Mandel,Literature,Literature,hard
Who wrote 'Pachinko'?,Min Jin Lee,Literature,Literature,mid
Who wrote 'Station Eleven'?,Emily St. John Mandel,Literature,Literature,starter
Who wrote 'The Architect's Apprentice'?,Elif Shafak,Literature,Literature,mid
Who wrote 'Transcendent Kingdom'?,Yaa Gyasi,Literature,Literature,mid
Who wrote 'Swing Time'?,Zadie Smith,Literature,Literature,starter
Who wrote 'The Virgin in the Garden'?,A.S. Byatt,Literature,Literature,starter
Who wrote 'Nobody Knows My Name'?,James Baldwin,Literature,Literature,hard
Who wrote 'Death Comes for the Archbishop'?,Willa Cather,Literature,Literature,mid
Who wrote 'Changing Planes'?,Ursula K. Le Guin,Literature,Literature,hard
Who wrote 'NW'?,Zadie Smith,Literature,Literature,mid
"Who wrote 'Olive, Again'?",Elizabeth Strout,Literature,Literature,hard
Who wrote 'Doctor Zhivago'?,Boris Pasternak,Literature,Literature,starter
Who wrote 'If This Is a Man'?,Primo Levi,Literature,Literature,starter
Who wrote 'Beowulf'?,Anonymous,Literature,Literature,hard
Who wrote 'Bartholomew Fair'?,Ben Jonson,Literature,Literature,starter
"Who wrote 'Émile, or On Education'?",Jean-Jacques Rousseau,Literature,Literature,hard
Who wrote 'The Gulag Archipelago'?,Aleksandr Solzhenitsyn,Literature,Literature,hard
Who wrote 'Song of Myself'?,Walt Whitman,Literature,Literature,mid
Who wrote 'Survival in Auschwitz'?,Primo Levi,Literature,Literature,hard
Who wrote 'The Stranger'?,Albert Camus,Literature,Literature,hard
Who wrote 'Cosmicomics'?,Italo Calvino,Literature,Literature,hard
Who wrote 'The Vicar of Wakefield'?,Oliver Goldsmith,Literature,Literature,mid
Who wrote 'Safe Conduct'?,Boris Pasternak,Literature,Literature,hard
Who wrote 'Exercises in Style'?,Raymond Queneau,Literature,Literature,starter
Who wrote 'The Island of Doctor Moreau'?,H.G. Wells,Literature,Literature,starter
Who wrote 'Samson Agonistes'?,John Milton,Literature,Literature,mid
Who wrote 'Orlando Furioso'?,Ludovico Ariosto,Literature,Literature,hard
Who wrote 'The Invisible Man'?,H.G. Wells,Literature,Literature,mid
Who wrote 'Letters on England'?,Voltaire,Literature,Literature,mid
Who wrote 'Doctor Faustus'?,Christopher Marlowe,Literature,Literature,starter
Who wrote 'Thus Spoke Zarathustra'?,Friedrich Nietzsche,Literature,Literature,starter
Who wrote 'Carmilla'?,Sheridan Le Fanu,Literature,Literature,starter
Who wrote 'O Captain! My Captain!'?,Walt Whitman,Literature,Literature,mid
Who wrote 'The Birth of Tragedy'?,Friedrich Nietzsche,Literature,Literature,starter
Who wrote 'Culture and Imperialism'?,Edward Said,Literature,Literature,mid
Who wrote 'Journey to the Center of the Earth'?,Jules Verne,Literature,Literature,mid
Who wrote 'Beyond Good and Evil'?,Friedrich Nietzsche,Literature,Literature,mid
Who wrote 'Invisible Cities'?,Italo Calvino,Literature,Literature,mid
Who wrote 'The Order of Things'?,Michel Foucault,Literature,Literature,mid
Who wrote 'Because I could not stop for Death'?,Emily Dickinson,Literature,Literature,starter
Who wrote 'Hope is the thing with feathers'?,Emily Dickinson,Literature,Literature,mid
Who wrote 'Discipline and Punish'?,Michel Foucault,Literature,Literature,mid
Who wrote 'Poetics'?,Aristotle,Literature,Literature,mid
Who wrote 'The Periodic Table'?,Primo Levi,Literature,Literature,starter
Who wrote 'Phenomenology of Spirit'?,G.W.F. Hegel,Literature,Literature,mid
Who wrote 'Social Contract'?,Jean-Jacques Rousseau,Literature,Literature,starter
Who wrote 'Zazie in the Metro'?,Raymond Queneau,Literature,Literature,mid
Who wrote 'Republic'?,Plato,Literature,Literature,mid
Who wrote 'Symposium'?,Plato,Literature,Literature,hard
Who wrote 'Lycidas'?,John Milton,Literature,Literature,starter
Who wrote 'She Stoops to Conquer'?,Oliver Goldsmith,Literature,Literature,starter
Who wrote 'Nicomachean Ethics'?,Aristotle,Literature,Literature,mid
Who wrote 'The Time Machine'?,H.G. Wells,Literature,Literature,mid
Who wrote 'Critique of Practical Reason'?,Immanuel Kant,Literature,Literature,starter
Who wrote 'Twenty Thousand Leagues Under the Seas'?,Jules Verne,Literature,Literature,starter
Who wrote 'Philosophical Dictionary'?,Voltaire,Literature,Literature,starter
Who wrote 'The Rights of Man'?,Thomas Paine,Literature,Literature,hard
Who wrote 'We'?,Yevgeny Zamyatin,Literature,Literature,hard
Who wrote 'Being and Time'?,Martin Heidegger,Literature,Literature,mid
Who wrote 'Life and Fate'?,Vasily Grossman,Literature,Literature,mid
"Who wrote 'Julie, or the New Heloise'?",Jean-Jacques Rousseau,Literature,Literature,starter
Who wrote 'The House of the Seven Gables'?,Nathaniel Hawthorne,Literature,Literature,mid
Who wrote 'Orientalism'?,Edward Said,Literature,Literature,starter
Who wrote 'Leaves of Grass'?,Walt Whitman,Literature,Literature,mid
Who wrote 'Critique of Pure Reason'?,Immanuel Kant,Literature,Literature,starter
Who wrote 'Cancer Ward'?,Aleksandr Solzhenitsyn,Literature,Literature,mid
Who wrote 'I Heard a Fly Buzz – When I Died'?,Emily Dickinson,Literature,Literature,starter
Who wrote 'Virgin Soil Upturned'?,Mikhail Sholokhov,Literature,Literature,starter
Who wrote 'The School for Scandal'?,Richard Brinsley Sheridan,Literature,Literature,mid
Who wrote 'Marcovaldo'?,Italo Calvino,Literature,Literature,starter
Who wrote 'Around the World in Eighty Days'?,Jules Verne,Literature,Literature,starter
Who wrote 'The Rivals'?,Richard Brinsley Sheridan,Literature,Literature,hard
Who wrote 'Tamburlaine the Great'?,Christopher Marlowe,Literature,Literature,starter
Who wrote 'Common Sense'?,Thomas Paine,Literature,Literature,mid
Who wrote 'August 1914'?,Aleksandr Solzhenitsyn,Literature,Literature,starter
Who wrote 'Jerusalem Delivered'?,Torquato Tasso,Literature,Literature,mid
Who wrote 'The Alchemist'?,Ben Jonson,Literature,Literature,starter
Who wrote 'Se questo è un uomo'?,Primo Levi,Literature,Literature,hard
Who wrote 'Being and Nothingness'?,Jean-Paul Sartre,Literature,Literature,starter
Who wrote 'Le Morte d'Arthur'?,Thomas Malory,Literature,Literature,starter
Who wrote 'Democracy in America'?,Alexis de Tocqueville,Literature,Literature,starter
Who wrote 'Uncle Tom's Cabin'?,Harriet Beecher Stowe,Literature,Literature,starter
Who wrote 'Confessions'?,Jean-Jacques Rousseau,Literature,Literature,starter
Who wrote 'And Quiet Flows the Don'?,Mikhail Sholokhov,Literature,Literature,hard
Who wrote 'Volpone'?,Ben Jonson,Literature,Literature,mid
Who wrote 'Forever Flowing'?,Vasily Grossman,Literature,Literature,hard
Who wrote 'One Day in the Life of Ivan Denisovich'?,Aleksandr Solzhenitsyn,Literature,Literature,hard
Who wrote 'The Federalist Papers'?,"Alexander Hamilton, James Madison, John Jay",Literature,Literature,mid
Who wrote 'Politics'?,Aristotle,Literature,Literature,mid
Who wrote 'From the Earth to the Moon'?,Jules Verne,Literature,Literature,hard
Who wrote 'Paradise Lost'?,John Milton,Literature,Literature,starter
Who wrote 'Sir Gawain and the Green Knight'?,Anonymous,Literature,Literature,mid
Who wrote 'Age of Reason'?,Thomas Paine,Literature,Literature,starter
Who wrote 'Black Reconstruction in America'?,W.E.B. Du Bois,Literature,Literature,starter
Who wrote 'The Souls of Black Folk'?,W.E.B. Du Bois,Literature,Literature,mid
Who wrote 'Candide'?,Voltaire,Literature,Literature,mid
Who wrote 'Walden'?,Henry David Thoreau,Literature,Literature,starter
Who wrote 'Phaedo'?,Plato,Literature,Literature,hard
Who wrote 'Edward II'?,Christopher Marlowe,Literature,Literature,hard
Who wrote 'Dracula'?,Bram Stoker,Literature,Literature,starter
Who wrote 'The Fall'?,Albert Camus,Literature,Literature,mid
Who wrote 'The War of the Worlds'?,H.G. Wells,Literature,Literature,starter
Who wrote 'The Second Sex'?,Simone de Beauvoir,Literature,Literature,mid
Who wrote 'Civil Disobedience'?,Henry David Thoreau,Literature,Literature,mid
Who wrote 'The Faerie Queene'?,Edmund Spenser,Literature,Literature,mid
Who wrote 'Leaves from the Journal of our Life in the Highlands'?,Queen Victoria,Literature,Literature,mid
